geracoes,caminho
948,291
949,291
950,291
951,291
952,291
953,291
954,291
955,291
956,291
957,291
958,291
959,291
960,291
961,291
962,291
963,291
964,291
965,291
966,291
967,291
968,291
969,291
970,291
971,291
972,291
973,291
974,291
975,291
976,291
977,291
978,291
979,291
980,291
981,291
982,291
983,291
984,291
985,291
986,291
987,291
988,291
989,291
990,291
991,291
992,291
993,291
994,291
995,291
996,291
997,291
998,291
999,291
1000,291
1001,291
1002,291
1003,291
1004,291
1005,291
1006,291
1007,291
1008,291
1009,291
1010,291
1011,291
1012,291
1013,291
1014,291
1015,291
1016,291
1017,291
1018,291
1019,291
1020,291
1021,291
1022,291
1023,291
1024,291
1025,291
1026,291
1027,291
1028,291
1029,291
1030,291
1031,291
1032,291
1033,291
1034,291
1035,291
1036,291
1037,291
1038,291
1039,291
1040,291
1041,291
1042,291
1043,291
1044,291
1045,291
1046,291
1047,291
1048,291
1049,291
1050,291
1051,291
1052,291
1053,291
1054,291
1055,291
1056,291
1057,291
1058,291
1059,291
1060,291
1061,291
1062,291
1063,291
1064,291
1065,291
1066,291
1067,291
1068,291
1069,291
1070,291
1071,291
1072,291
1073,291
1074,291
1075,291
1076,291
1077,291
1078,291
1079,291
1080,291
1081,291
1082,291
1083,291
1084,291
1085,291
1086,291
1087,291
1088,291
1089,291
1090,291
1091,291
1092,291
1093,291
1094,291
1095,291
1096,291
1097,291
1098,291
1099,291
1100,291
1101,291
1102,291
1103,291
1104,291
1105,291
1106,291
1107,291
1108,291
1109,291
1110,291
1111,291
1112,291
1113,291
1114,291
1115,291
1116,291
1117,291
1118,291
1119,291
1120,291
1121,291
1122,291
1123,291
1124,291
1125,291
1126,291
1127,291
1128,291
1129,291
1130,291
1131,291
1132,291
1133,291
1134,291
1135,291
1136,291
1137,291
1138,291
1139,291
1140,291
1141,291
1142,291
1143,291
1144,291
1145,291
1146,291
1147,291
1148,291
1149,291
1150,291
1151,291
1152,291
1153,291
1154,291
1155,291
1156,291
1157,291
1158,291
1159,291
1160,291
1161,291
1162,291
1163,291
1164,291
1165,291
1166,291
1167,291
1168,291
1169,291
1170,291
1171,291
1172,291
1173,291
1174,291
1175,291
1176,291
1177,291
1178,291
1179,291
1180,291
1181,291
1182,291
1183,291
1184,291
1185,291
1186,291
1187,291
1188,291
1189,291
1190,291
1191,291
1192,291
1193,291
1194,291
1195,291
1196,291
1197,291
1198,291
1199,291
1200,291
1201,291
1202,291
1203,291
1204,291
1205,291
1206,291
1207,291
1208,291
1209,291
1210,291
1211,291
1212,291
1213,291
1214,291
1215,291
1216,291
1217,291
1218,291
1219,291
1220,291
1221,291
1222,291
1223,291
1224,291
1225,291
1226,291
1227,291
1228,291
1229,291
1230,291
1231,291
1232,291
1233,291
1234,291
1235,291
1236,291
1237,291
1238,291
1239,291
1240,291
1241,291
1242,291
1243,291
1244,291
1245,291
1246,291
1247,291
1248,291
1249,291
1250,291
1251,291
1252,291
1253,291
1254,291
1255,291
1256,291
1257,291
1258,291
1259,291
1260,291
1261,291
1262,291
1263,291
1264,291
1265,291
1266,291
1267,291
1268,291
1269,291
1270,291
1271,291
1272,291
1273,291
1274,291
1275,291
1276,291
1277,291
1278,291
1279,291
1280,291
1281,291
1282,291
1283,291
1284,291
1285,291
1286,291
1287,291
1288,291
1289,291
1290,291
1291,291
1292,291
1293,291
1294,291
1295,291
1296,291
1297,291
1298,291
1299,291
1300,291
1301,291
1302,291
1303,291
1304,291
1305,291
1306,291
1307,291
1308,291
1309,291
1310,291
1311,291
1312,291
1313,291
1314,291
1315,291
1316,291
1317,291
1318,291
1319,291
1320,291
1321,291
1322,291
1323,291
1324,291
1325,291
1326,291
1327,291
1328,291
1329,291
1330,291
1331,291
1332,291
1333,291
1334,291
1335,291
1336,291
1337,291
1338,291
1339,291
1340,291
1341,291
1342,291
1343,291
1344,291
1345,291
1346,291
1347,291
1348,291
1349,291
1350,291
1351,291
1352,291
1353,291
1354,291
1355,291
1356,291
1357,291
1358,291
1359,291
1360,291
1361,291
1362,291
1363,291
1364,291
1365,291
1366,291
1367,291
